Test Case Identifier,Step No,Action,Data,Expected Result,Priority,Test Summary,Description,TestSet,TestPlan,Sprint,Assignee,Componente,Label,Label,Label,Label
MMCS - 45906  - 08,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45906  - 08,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 09,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-156-45906-09 - Redondeo Depto 95 Cat 48 FIX - AR/TR mayor a 100,,MMCS-46304,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45906  - 09,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45906  - 09,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45906  - 09,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 09,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45906  - 09,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45906  - 09,7,Seleccionar tipo de movimiento AR/TR,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45906  - 09,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45906  - 09,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45906  - 09,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45906  - 09,11,Ingresar el Precio Venta al Público en la sección de color morado (Precio mayor a 100 pesos con 0.50 centavos),,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 45906  - 09,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45906  - 09,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45906  - 09,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 09,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45906  - 09,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 10,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-156-45906-10 - Redondeo Depto 95 Cat 30 FIX - CS mayor a 100,,MMCS-46304,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45906  - 10,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45906  - 10,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45906  - 10,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 30)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 10,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45906  - 10,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45906  - 10,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45906  - 10,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45906  - 10,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45906  - 10,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45906  - 10,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45906  - 10,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45906  - 10,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45906  - 10,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 10,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45906  - 10,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 11,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-156-45906-11 - Redondeo Depto 95 Cat 38 FIX - CS mayor a 100,,MMCS-46304,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45906  - 11,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45906  - 11,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45906  - 11,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 38)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 11,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45906  - 11,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45906  - 11,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45906  - 11,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45906  - 11,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45906  - 11,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45906  - 11,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45906  - 11,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45906  - 11,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45906  - 11,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 11,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45906  - 11,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 12,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-156-45906-12 - Redondeo Depto 95 Cat 48 FIX - CS mayor a 100,,MMCS-46304,MMCS-45541,367586,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-206,TC-Compass
MMCS - 45906  - 12,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 45906  - 12,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 45906  - 12,4,"Ingresar No de Item/UPC Producto
(Departamento 95 Cat 48)",,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 12,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 45906  - 12,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 45906  - 12,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 45906  - 12,8,Seleccionar Fecha de Vigencia Inicial ,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 45906  - 12,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 45906  - 12,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 45906  - 12,11,Ingresar el Precio Vendor Pack Cost en la sección de color morado (Precio menor a 100 pesos con 0.50 centavos),,"El sistema asigna el Precio Venta al Público aplicando correctamente las reglas de redondeo
(Precio mayor a 100 pesos redondea a peso cerrado
Precio menor a 100 pesos permite 0.50 centavos)",P1,,,,,,,,,,,
MMCS - 45906  - 12,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos: W/WE/B",P1,,,,,,,,,,,
MMCS - 45906  - 12,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 45906  - 12,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 45906  - 12,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 45906  - 12,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
